24.93743843,25.87490974,26.37491536,26.12475676,25.68734616,25.87476634,25.06249634
11.87491286,11.56239105,11.56238544,11.93743429,13.24986847,12.99998899,12.4999853
83.249529,85.81192393,82.12469655,79.24949805,73.99980045,73.99987028,74.24951998
30.10803514,30.27190298,29.94407811,30.87315132,31.03689361,31.41962508,32.02053698
5.187497933,5.187461256,4.874952369,4.999970455,5.06246745,4.937461587,4.999951137
25.06428648,25.33783663,25.0643463,25.24660208,25.06435242,24.88221414,24.88221389
20.09583903,19.94516876,20.49783495,20.4978298,20.44750254,20.39734155,20.49791773
5.624989267,6.062465769,5.999944458,6.06248292,5.999969755,5.874986412,5.999945657
6.499988313,5.999971056,6.374974404,6.749938326,6.65622033,6.312440023,6.374951013
12.49990994,12.24988278,12.624882,12.49994339,12.62495621,12.06249398,12.37491996
